date,gross_ret,commission,fees,spread,impact,borrow,turnover,gross_exposure,net_exposure,net_ret
2013-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-20,0.0,2.340818491529372e-06,1.588863822068954e-06,0.0,1.3357983437404728e-06,6.17241785380977e-07,0.09606903218074364,0.09606903218074364,-0.007627587763260481,-5.882722442719775e-06
2013-11-21,-0.0001671643966880804,4.83701378328219e-06,3.1842243689133203e-06,0.0,2.884129144311525e-06,1.0478097051847378e-06,0.18215609241150982,0.12596062139119563,-0.05007140907984029,-0.00017911757368977216
2013-11-22,-0.000565350806133545,4.637986441188865e-06,1.310708017063137e-06,0.0,9.344299221296632e-07,1.0101144352242884e-06,0.08546169312725647,0.11974725449753144,-0.049951970620149,-0.0005732440449491509
2013-11-25,0.0003827631998285679,5.021580038036012e-06,2.4184287920914565e-06,0.0,1.458763454145124e-06,8.227352485860712e-07,0.1459517280490613,0.0884103415783426,-0.04980918018411736,0.00037304169229570927
2013-11-26,0.00014145115301561026,1.3789059968785657e-05,5.7400976978255665e-06,0.0,4.078899913417347e-06,2.351884649242507e-06,0.46045073457541896,0.41040033872233395,0.01528371764959277,0.00011549121078633918
2013-11-27,0.00017175706619194467,7.77554640167554e-06,4.657743540094655e-06,0.0,2.7377282242662643e-06,1.984942938332678e-06,0.22755908110838938,0.28356647855933903,-0.049903935080550854,0.00015460110508757553
2013-12-02,0.0003272165888106538,6.465381638790209e-06,3.987025952067972e-06,0.0,1.915636210251422e-06,1.3136112968752083e-06,0.24537443930664343,0.17071111388483712,-0.049975583990197886,0.000313534933712669
2013-12-03,0.0004148644908191498,1.3511926080857124e-05,7.291694257399492e-06,0.0,4.042527666036105e-06,2.3180544960825785e-06,0.43817914838336725,0.33939342530045524,-0.050039730041418026,0.0003877002883187745
